Produto/Unidade,Nível de Comercialização,U.F.,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015
,,MG,"1,42","1,48","1,33","1,33","1,52","1,41","1,20","1,22","1,38","1,53","1,53",
,,MS,"2,50","2,50","2,45","2,50","2,50","2,36","2,30","2,30","2,30","2,30","2,27","2,05"
,,PA,"1,01","1,03","1,00","0,86","0,81","0,83","0,85","0,90","0,90","0,96","1,05","1,10"
,,PB,"1,05","1,20","1,30","1,30","1,29","1,29","1,22","1,00","1,10","1,14","1,11","0,88"
,,PE,"1,30","1,31","1,25","1,26","1,30","1,12","1,15","1,20","1,20","1,11","1,12","1,32"
,,PI,,,,,"1,35","1,30","1,40","1,00","1,00","1,20","1,20","1,10"
,,PR,"1,80","1,80","1,80","1,80","1,80","1,80","1,80","1,80","2,00","2,00",,"2,13"
,,RJ,"1,66","1,80","1,29","1,48","1,39","1,87","1,52","1,56","1,42","1,48","1,50","1,69"
,,RN,"0,80","0,80","0,80","0,80","0,80","0,79","0,80","0,80","0,80","0,76","0,70","0,70"
,,RS,"2,83","2,93","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00"
,,SC,"2,07","2,20","2,20","2,20","2,36","2,36","2,30","2,30","2,30","2,30","2,33","2,50"
,,SP,"1,40","1,45","1,29","1,36","1,49","1,32","1,33","1,33","1,37","1,38","1,40","1,43"
CORVINA CONGELADO (kg),PRODUTOR,RJ,"4,50","5,10","6,50","6,31","6,75","5,50","5,03","5,80","4,00","4,50","4,50","4,50"
CURIMATÃ (kg),,AM,"2,28","2,08","3,16","2,28","1,85","2,07","2,19","2,43","1,30","1,17","1,28","1,40"
DOURADO CONGELADO (kg),,ES,"11,12","11,83","13,31","12,59","10,66","10,11","10,58","10,68","11,16","10,34","10,30","8,90"
ERVA MATE IN NATURA (15 kg),,PR,,,,,,,,,,"15,50","15,79","15,86"
EXTRATO DE TOMATE (340 g),VAREJO,GO,"2,72","2,70","2,72","2,87","2,81","2,81","2,80","2,90","2,74","2,90","2,92","2,91"
,,RJ,"3,20","3,00","2,88","3,20","2,80","2,75","2,71","2,84","3,00","2,95","3,08","3,32"
,,RS,,,,,,,,,,,"3,12","3,15"
,,SP,"2,30","2,35","3,20","2,75","2,49","2,40","2,45","2,10","2,12","2,19","2,15","2,10"
,,TO,"3,32","3,52","3,21","3,21","3,47","3,23","3,22","3,62","3,59","3,59","3,49","3,42"
FARELO DE SOJA (t),ATACADO,ES,"1.205,30","1.160,75","1.265,00","1.220,88","1.133,50","1.127,50","1.228,50","1.358,75","1.451,88","1.537,00","1.557,50","1.494,38"
FARINHA DE MANDIOCA (45 kg),PRODUTOR,MT,"156,40","162,00","168,00","170,00","174,00","169,45","168,90","168,90","168,90","177,78","180,00","180,00"
FARINHA DE MANDIOCA (50 kg),ATACADO,AL,"83,05","55,56","56,25","66,25","82,00","90,00","85,60","83,75","85,75","69,28","69,03","68,00"
,,BA,"81,21","80,00",,,"62,50","70,00",,,,,,
,,CE,"75,40","70,00","70,00","70,00","70,00","68,00","63,00","60,00","62,50","68,40","78,00","93,75"
,,GO,"147,00","152,50","145,00","145,00","144,00","143,13","145,00","154,38","157,50","155,50","151,50","151,50"
,,MA,"291,36","265,90","220,64","193,92","141,33","121,42","116,67","114,08","107,75","110,42",,
,,MS,"44,40","45,00","45,00","45,00",,,,,,,,
,,PB,"96,00","97,50","101,33","100,00","108,33","117,08","94,33","86,50","89,17","84,47","87,33","89,92"
,,PE,"91,13","89,38","87,03","88,19","91,88","93,44","87,23","82,41","80,25","79,13","83,19","86,25"
,,PI,"133,60","144,75","155,85","156,30","157,96","142,50","128,28","111,03","100,63","109,32","113,98","111,03"
,,PR,"50,17","47,38","48,04","48,56","45,20","39,67","38,45","37,86","37,75","38,60","47,69","53,56"
,,SE,"67,50","69,00","66,88","66,00","64,25","78,75","76,00","73,25","78,25","79,80","80,00",
,PRODUTOR,AL,"66,00","45,00","46,00","55,75","70,00","67,50","53,60","49,50","50,00","50,00",,"55,00"
,,BA,"67,92","71,79","67,62","62,80","64,28","65,78","64,09","68,33","71,79","73,25","86,67","101,53"
,,CE,"60,00","60,00","60,54","60,00","59,43","58,39","56,86","55,36","55,54","55,00","55,18","57,14"
,,MA,"240,00","242,30","199,20","191,80","189,00","174,58","168,23","153,42","141,42","140,48",,
,,MG,"128,00","145,00","165,00","180,00","174,00","158,75","155,00","155,00","155,00","160,00","160,00","132,50"
,,MS,"44,40","45,00","45,00","45,00","43,80","43,50","42,80","39,75","40,25","38,00","50,00","60,50"
,,PB,"69,50","72,75","75,50","71,00","78,90","82,75","66,90","64,44","66,69","65,25","65,06","70,88"
,,PE,"87,71","85,89","83,21","84,36","89,14","90,36","83,43","78,46","76,29","72,07","76,33","79,29"
,,PI,"100,83","106,25","107,50","107,50",,,"61,67","57,79","56,29","63,98","65,67","66,78"
,,RN,"72,17","69,00","75,17","73,21","71,93","74,63","78,90","79,46","74,96","69,59","69,46","70,38"
,,SE,"70,00","66,50","64,63","63,25","66,08","69,25","70,80","67,50","73,50","77,20","76,75","86,00"
FARINHA DE MANDIOCA (60 kg),ATACADO,TO,"223,33","223,33","223,33",,,,,,,,,
,PRODUTOR,PA,"107,50",,"120,00","146,55","146,00","140,69","133,25","131,25","139,17","134,97","150,71","154,46"
,,TO,"110,00","110,00","110,00","110,00","130,00","120,00","121,00",,,"180,00","180,00","185,00"
FARINHA DE MANDIOCA AMARELA (kg),ATACADO,AM,"3,08","2,46","2,22","2,32","2,03","1,79","1,71","1,58","1,63","2,16","2,24","1,96"
,PRODUTOR,AM,"2,17","1,69","1,88","2,05","2,02","1,82","1,72","1,68","1,87","1,94","2,03","1,69"
,,RR,"6,85","6,85","6,93","7,00","7,00","7,00","6,96","6,79","7,00","7,00","5,71","4,34"
,VAREJO,RR,"5,54","5,50","5,61","5,73","5,51","5,70","5,68","5,69","5,18","5,00","4,52","4,03"
FARINHA DE MANDIOCA BRANCO (A) (50 kg),PRODUTOR,SP,"56,20","53,50","49,46","49,46","49,93","44,25","37,32","43,75","38,78","42,35","43,98","46,03"
FARINHA DE MANDIOCA BRANCO (A) (kg),ATACADO,AM,"2,96","2,71","2,47","2,52","2,17","1,68","1,68","1,68","1,68","1,96","2,00","1,75"
,PRODUTOR,AM,"2,22","1,85","2,04","2,01","1,69","1,62","1,51","1,64","1,72","1,73","1,48","1,65"
FARINHA DE MANDIOCA CRUA FINA (20 kg),ATACADO,RJ,"39,09","38,70","37,40","38,03","37,70","37,78","36,34","35,69","36,01","35,05","36,15","42,98"
FARINHA DE MANDIOCA CRUA FINA (50 kg),,ES,"125,20","121,25","92,50","87,75","100,90","95,13","97,50","93,38","88,88","94,60","93,75","110,88"
,,SP,"82,00","75,00","70,00","70,00","72,77","71,83","67,54","69,50","70,15","72,34","72,08","90,60"
,PRODUTOR,SP,,,,,,,,,,,,"85,00"
FARINHA DE MANDIOCA CRUA FINA TIPO 1 (30 kg),ATACADO,RS,,,,,,,,,,"107,63","108,69","124,72"
FARINHA DE MANDIOCA CRUA FINA TIPO 1 (kg),VAREJO,GO,"8,05","7,25","7,72","7,59","7,18","7,09","7,31","7,48","7,04","7,58","6,86","7,53"
,,RJ,"2,96","2,90","2,79","2,60","2,61","2,55","2,27","2,49","2,32","2,14","2,39","2,73"
,,RS,,,,,,,,,,,"4,52","4,64"
,,TO,"3,80","3,96","3,92","3,77","4,23","3,89","3,61","4,19","3,62","3,30","3,69","3,36"
FARINHA DE MANDIOCA D´ÁGUA (kg),ATACADO,RO,"4,32","4,40","4,40","4,40","4,08","4,10","4,24","4,10","4,10","4,00","4,40","4,40"
FARINHA DE MANDIOCA EXTRA FINA SECA (50 kg),PRODUTOR,AC,,,,,,,,,,,"71,36","76,75"
FARINHA DE MANDIOCA FINA BENEFICIADA SECA (50 kg),,PI,,,,,,,,,,,,"70,00"
FARINHA DE MANDIOCA FINA BENEFICIADA TIPO 1 (10 kg),ATACADO,MG,,,,,,,,,,,"18,40","19,73"
FARINHA DE MANDIOCA FINA SECA (50 kg),PRODUTOR,DF,,,,,,,,,,,,"82,50"
,,RN,,,,,,,,,,,,"70,25"
FARINHA DE MANDIOCA FINA TIPO 1 D ÁGUA E MISTA (kg),VAREJO,CE,,,,,,,,,,,,"2,65"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (10 kg),ATACADO,DF,,,,,,,,,,,,"22,00"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (25 kg),,PB,,,,,,,,,,,,"40,60"
FARINHA DE MANDIOCA FINA TIPO 1 SECA (kg),,SC,"3,27","3,20","3,14","3,08","3,05","3,01","2,97","2,94","2,89","2,82","2,84","2,96"
,VAREJO,SC,,,,,,,,,,"3,60","4,38","4,61"
,,SE,,,,,,,,,,,,"3,85"
,,SP,"2,33","4,40","4,55","5,50","5,18","5,10","5,12","5,80","5,71","4,73","4,50","4,54"
"FARINHA DE MANDIOCA FINA TIPO 1, TORRADA (kg)",,DF,,,,,,,,,,,"8,36","10,50"
FARINHA DE MANDIOCA GROSSA(O) SECA BRANCA (50 kg),PRODUTOR,SC,,,,,,,,,,,"38,00","38,00"
FARINHA DE MANDIOCA MÉDIA SECA (60 kg),,PA,,,,,,,,,,,,"159,17"
,,SE,,,,,,,,,,,,"107,40"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (10 kg),ATACADO,TO,,,,,,,,,,,,"25,42"
FARINHA DE MANDIOCA MÉDIA TIPO 1 SECA (30 kg),,PA,,,,,,,,,,,"62,96","61,22"
FARINHA DE MANDIOCA MÉDIA TIPO 2 D ÁGUA (kg),VAREJO,PA,,,,,,,,,,,"3,30","3,43"
FARINHA DE MANDIOCA MÉDIA TIPO 2 SECA (30 kg),ATACADO,AP,,,,,,,,,,,"60,00","64,48"
FARINHA DE MANDIOCA MÉDIA TIPO 2 SECA (50 kg),PRODUTOR,SE,,,,,,,,,,,,"89,50"
FARINHA DE MANDIOCA SECO (A) (kg),ATACADO,AC,"3,80","3,80","3,80","3,59","3,00","3,00","3,60","3,26","2,80","2,43","2,39","2,45"
,,RO,"3,16","3,11","3,12","3,11","3,20","3,00","2,93","2,89","2,84","2,84","2,49","2,51"
FARINHA DE MANDIOCA TIPO 1 BRANCA (30 kg),,PR,,,,,,,,,,"67,50","100,84","113,20"
FARINHA DE MANDIOCA TIPO 1 BRANCA (kg),VAREJO,PR,,,,,,,,,,"3,65","3,65","3,65"
"FARINHA DE MANDIOCA TIPO 1, TORRADA (30 kg)",ATACADO,PR,,,,,,,,,,"77,70","106,13","125,25"
"FARINHA DE MANDIOCA TIPO 1, TORRADA (kg)",VAREJO,PR,,,,,,,,,,"3,89","3,89","3,89"
FARINHA DE MANDIOCA TORRADA (20 kg),ATACADO,RJ,"44,78","43,82","41,10","42,79","41,15","42,59","40,20","39,30","39,28","38,02","38,79","45,74"
FARINHA DE MANDIOCA TORRADA (50 kg),,CE,"75,40","70,00","70,00","70,00","70,00","71,50","63,00","60,00","62,50","68,40","78,00","93,75"
,PRODUTOR,SP,,,,,,,,,,,,"86,50"
FARINHA DE MANDIOCA TORRADA MÉDIA AMARELA (50 kg),,AC,"150,00","150,00","150,00","148,25","135,60","135,00","130,00","86,50","79,50","79,96","77,25","75,00"
FARINHA DE MANDIOCA TORRADA MÉDIA BRANCA (50 kg),,AC,"125,00","125,00","125,00","118,63","105,00","105,00","103,00","79,38","75,38","72,82","69,88","70,00"
FARINHA DE TRIGO (50 kg),ATACADO,AL,"120,00","118,75","115,00","117,75","114,60","110,75","109,60","107,00","107,50","97,88","97,00","101,96"
,,CE,"102,00","101,75","108,50","100,75","103,00","110,00","108,00","104,50","107,00","110,40","112,25","110,00"
,,MS,"82,60","87,25","92,00","90,00","84,00","80,00","83,00","83,00","84,00","88,00","88,00","80,00"
,,PE,"97,00","97,75","100,00","100,00","100,00","100,00","100,00","100,00","100,00","100,00","100,00","103,75"
,,PR,"70,82","76,99","77,19","80,01","81,89","80,69","80,09","78,08","78,88","81,97","83,20","86,48"
,,RS,"76,80","79,50","80,25","86,25","85,00","80,00","78,40","82,00","84,00","84,80","87,50","85,00"
FARINHA DE TRIGO COMUM (10 kg),,DF,,,,,,,,,,,,"23,90"
FARINHA DE TRIGO COMUM (50 kg),,GO,,,,,,,,,,,,"119,11"
FARINHA DE TRIGO COMUM (kg),VAREJO,AC,,,,,,,,,,,"2,68","2,78"
,,AP,,,,,,,,,,,,"28,90"
,,BA,,,,,,,,,,,,"2,29"
,,CE,,,,,,,,,,,,"2,75"
,,DF,,,,,,,,,,,"3,26","3,70"
,,GO,,,,,,,,,,,"2,65","3,19"
,,MS,,,,,,,,,,,"2,49","2,93"
,,PA,,,,,,,,,,,"2,62","2,62"
,,PI,,,,,,,,,,,,"3,29"
,,RN,,,,,,,,,,,,"2,39"
,,RO,,,,,,,,,,,"3,30","3,46"
,,RR,,,,,,,,,,"3,41","3,77","3,47"
,,TO,,,,,,,,,,,"4,11","4,11"
FARINHA DE TRIGO COMUM TIPO 1 (kg),ATACADO,SC,,,,,,,,,,,"1,96","2,17"
,VAREJO,SC,,,,,,,,,,"2,01","2,49","2,59"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (10 kg),ATACADO,MG,,,,,,,,,,,"25,11","27,50"
,,PB,,,,,,,,,,,,"26,00"
,,PI,,,,,,,,,,,,"25,20"
,,RN,,,,,,,,,,,,"20,50"
,,RO,,,,,,,,,,,"26,48","27,18"
,,SP,,,,,,,,,,,"19,09","20,86"
,,TO,,,,,,,,,,,"25,90","28,90"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (25 kg),,BA,,,,,,,,,,,,"52,07"
FARINHA DE TRIGO ENRIQUECIDA TIPO 1 (kg),,AP,,,,,,,,,,,"3,20","2,71"
,,PA,,,,,,,,,,,"2,47","2,54"
FARINHA DE TRIGO ESPECIAL (50 kg),,PR,"68,11","67,94","61,85","73,90","79,40","73,37","80,07","74,75","74,66","72,79","68,44","74,52"
FARINHA DE TRIGO ESPECIAL ENRIQUECIDA TIPO 1 (10 kg),,PR,,,,,,,,,,"18,83","19,45","21,65"
FARINHA DE TRIGO ESPECIAL (kg),,RJ,"2,09","2,00","1,94","2,00","2,08","2,07","2,00","1,85","1,94","1,95","1,99","2,06"
,VAREJO,GO,"2,78","2,71","2,84","2,89","2,72","2,88","2,59","2,68","2,77","2,66","3,41","7,19"
,,RJ,"2,93","2,79","2,70","3,01","2,89","2,69","2,75","2,56","2,91","2,42","2,71","2,63"
,,RS,,,,,,,,,,,"2,19","2,22"
,,SP,"2,35","2,90","2,90","3,49","3,34","3,30","3,35","3,40","3,35","3,39","3,55","3,60"
,,TO,"3,84","3,96","4,19","3,52","3,63","3,30","3,20","3,74","3,87","4,08","4,81","3,43"
FARINHA DE TRIGO ESPECIAL (t),ATACADO,SP,"1.857,20","1.904,00","1.875,00","1.874,50","1.952,80","2.055,00","2.042,00","1.973,75","1.906,25","2.194,00","2.157,50","2.177,50"
FARINHA DE TRIGO ESPECIAL TIPO 1 (50 kg),,RS,,,,,,,,,,"85,00","87,50","86,25"
FÉCULA DE MANDIOCA (25 kg),,GO,"56,20","49,50","48,00","48,00","48,00","48,00","48,00","39,00","36,00","45,60","48,00","48,00"
,,PR,"34,96","33,08","32,09","30,38","30,58","28,38","27,34","25,95","25,71","26,44","32,20","36,25"
,,TO,"60,67","60,67","60,67","60,67",,,,,,"3,00",,
,VAREJO,RR,"77,40","77,25","77,00","77,00","71,84","64,50","62,90","62,50","62,00","62,00","69,01","69,94"
FÉCULA DE MANDIOCA (50 kg),ATACADO,MS,"69,20","70,00","70,00","62,50","56,80","56,00","52,00","47,50","45,00","45,60","56,50","81,50"
FÉCULA DE MANDIOCA (kg),,RO,"2,51","2,52","2,52","2,52","2,23","2,04","2,04","2,04","1,92","1,80","2,11","2,50"
FÉCULA DE MANDIOCA TIPO 1 (kg),,SC,"4,29","4,29","4,32","4,34","4,25","4,19","4,13","4,08","4,17","4,00","4,08","4,14"
FEIJÃO CARIOCA COMUM 1 (60 kg) (60 kg),PRODUTOR,PR,"130,75",,,,,,,,,,,
FEIJÃO CAUPI (60 kg),ATACADO,BA,"69,00","95,00","87,50","132,50","113,50","136,25","120,00","118,75","117,50","112,00","102,50","137,50"
,,CE,"184,20","200,00","266,25","303,00","217,60","134,00","122,80","120,00","143,00","180,20","223,00","257,25"
,,PB,"118,73","144,50","189,50","182,75","202,20","206,00","182,80","136,75","137,42","143,35","157,25","178,33"
,,PE,"170,50","189,38","187,81","194,03","197,25","187,66","167,38","154,03","145,31","148,70","179,19","196,00"
,,PI,"146,60","172,45","183,50","182,50","176,56","162,25","160,81","164,41","164,99","162,31","185,73","191,84"
,,RN,"101,00","103,25","102,50","102,50","102,60","103,00","109,30","116,25","124,25","126,50","126,50","129,00"
,PRODUTOR,AM,"93,60","90,00","90,00","90,00","90,00",,,,,,"90,00","90,00"
,,BA,"68,00","70,00","77,50","117,50","102,50","125,00",,,,,"90,00","100,00"
,,CE,"110,26","113,37","113,43",,"184,25","181,68","148,63","136,30","137,16","139,72","150,00",
,,MA,"135,87","142,72","147,26","150,94","170,30","180,82","169,64","150,56","145,07","145,30","108,43","113,09"
,,PA,"105,90","114,58",,"170,00","167,25","172,50","169,17","148,13","120,00","128,44","120,31","112,50"
,,PB,"101,31","103,08","103,08","103,08",,,"141,72","124,07","127,54","132,92","143,07",
,,PE,"160,04","169,76","176,11","192,73","197,77","185,26","165,31","156,52","141,58","141,22","189,69","208,75"
,,RN,"105,19","106,91","105,94","105,94","105,66","104,51","106,55",,,,,
,,TO,"118,80","122,50","122,50","125,00","60,00","60,00",,,,"90,00","90,00","90,00"
FEIJÃO CAUPI TIPO 1 (30 kg),ATACADO,AL,,,,,,,,,,,,"100,80"
,,AM,,,,,,,,,,,,"78,00"
,,PA,,,,,,,,,,,"89,73","80,13"
,,PB,,,,,,,,,,,,"102,00"
,,PI,,,,,,,,,,,,"157,20"
,,RN,,,,,,,,,,,,"94,50"
FEIJÃO CAUPI TIPO 1 (kg),VAREJO,BA,,,,,,,,,,,,"3,31"
,,CE,,,,,,,,,,,,"5,82"
,,PA,,,,,,,,,,,"2,80","2,79"
,,PI,,,,,,,,,,,,"5,15"
,,RN,,,,,,,,,,,,"3,35"
,,SE,,,,,,,,,,,,"4,34"
FEIJÃO COMUM CORES (30 kg),ATACADO,AM,"93,60","101,25","108,75","111,75","109,80","99,13","101,90","96,75","91,50","96,40","103,00","110,25"
,,ES,"95,09","93,00","76,80","107,85","89,40","77,33","83,22","70,50","78,15","73,24","74,10","79,35"
,,PR,"91,75","98,16","98,14","89,51","87,38","76,60","85,86","61,95","67,61","68,14","79,14","89,88"
,VAREJO,RR,"138,00","140,00","139,00","139,88","140,50","140,25","139,60","137,03","135,75","136,50","143,31","142,69"
FEIJÃO COMUM CORES (60 kg),ATACADO,AL,"152,00","180,00","183,75","183,75","192,00","171,25","171,60","170,00","170,00","151,44","156,25","177,50"
,,BA,"135,85","151,25","157,71","143,13","145,94","131,88","148,50","145,21","145,00","146,88","157,81","196,88"
,,CE,"185,00","214,50","216,25","190,00","174,80","171,25","186,00","170,00","175,00","176,40","205,00","236,00"
,,GO,"242,82","240,15","237,95","234,57","213,10","237,35","226,52","200,68","216,50","209,04","252,55","279,47"
,,MS,"138,00","122,50","126,25","100,00","159,00","155,75","144,00","150,00","160,00","159,60","233,25","263,75"
,,PB,"142,60","168,75","203,00","217,63","223,20","224,00","206,60","197,88","201,25","198,00","198,00","210,70"
,,PE,"173,63","196,41","202,03","200,31","203,50","196,56","186,80","184,06","173,55","172,49","188,04","206,43"
,,PI,"191,67","211,92","213,96","212,92","203,13","186,25","190,84","188,16","179,03","178,42","190,73","203,93"
,,SE,"117,50","120,00","115,00","113,13","124,50","138,63","138,50","120,94","126,63","138,80","181,94","230,38"
,,SP,"169,00","175,00","175,00","175,00","152,00","121,50","126,30","129,50","131,50","137,86","143,53","164,73"
,PRODUTOR,AC,"160,58","160,52","160,52","170,91","208,30","211,04","205,92","160,70","151,83","135,45",,
,,AL,"133,00","155,00","170,00","168,75","179,00","158,75","151,00","150,00","150,00","155,00",,
,,AM,"178,68","188,60","183,29","194,07","202,39","203,66","200,00","195,00","200,00","182,00","180,00","182,38"
,,BA,"119,22","133,23","130,03","125,20","126,05","132,75","141,56","113,40","126,96","128,34","146,12","164,68"
,,CE,"121,68","125,94","125,75","125,75","125,75","126,64","129,31","129,31","129,31","131,82","140,88","150,00"
,,DF,"162,00","164,38","130,00","130,00","121,00","110,00","116,67","125,00","132,50","128,00","155,00","180,00"
,,ES,"151,00","140,00","140,00","132,50","130,00","135,00","118,00","120,00","120,00","128,00","140,00","160,00"
,,GO,"155,20","160,56","153,49","131,68","132,53","137,24","135,18","115,90","128,09","123,35","163,70","205,59"
,,MG,"160,31","173,11","172,58","172,58","140,00","141,25","141,19","127,92","132,87","130,99","146,94","174,50"
,,MS,"73,75","92,97","126,56","85,53","89,65","108,97","99,88","91,31","98,97","96,90","107,75",
,,MT,"163,14","169,36","179,78","178,43","141,77","119,35","120,60","108,20","119,68","125,41","139,95","166,59"
,,PB,"118,98","121,47","121,47","121,47",,,,,,"153,00","156,00",
,,PE,"156,57","181,79","190,00","186,79","190,00","183,93","174,57","169,82","158,35","152,75","177,50",
,,PR,"142,81","141,85","138,51","123,08","113,43","113,07","116,84","107,24","120,69","127,50","141,71","160,50"
,,RO,,,,,,,"150,00",,,,,
,,RR,"124,05","124,38","125,25","125,63","128,40","129,75","131,05","132,71","133,88","135,00",,
,,SC,"67,76","138,74","133,32","122,50","111,87","99,74","96,03","95,96","96,74","96,64","116,57","136,64"
,,SE,"105,00","110,00","123,75","115,00","112,00","120,00",,,"114,50","119,60","157,50",
,,SP,"154,58","156,52","159,41","159,41","137,04","104,60","102,00","148,66","156,65","157,30","158,17","162,29"
,,TO,"119,74","120,00","120,00","123,30","97,30","76,25","72,00","70,00","70,00","128,32","131,05","135,50"
FEIJÃO COMUM CORES (kg),ATACADO,AC,"2,80","2,80","2,80","3,00","3,73","3,80","3,91","3,96","3,89","3,79","3,87","3,99"
,,RJ,"2,43","2,80","2,84","2,73","2,85","2,83","2,71","2,72","2,82","2,88","3,04","3,04"
,,RO,"3,90","4,13","4,46","4,13","3,69","3,56","3,58","3,51","3,57","3,50","3,58","4,54"
,VAREJO,SP,"3,73","4,60","4,90","4,54","4,42","4,40","4,43","3,48","3,42","3,47","4,10","4,12"
FEIJÃO COMUM CORES TIPO 1 (10 kg),ATACADO,DF,,,,,,,,,,,,"38,90"
,,MG,,,,,,,,,,,"28,30","29,30"
FEIJÃO COMUM CORES TIPO 1 (30 kg),,AC,,,,,,,,,,,,"120,00"
,,AL,,,,,,,,,,,,"131,69"
,,ES,,,,,,,,,,,"76,20","79,35"
,,PA,,,,,,,,,,,"114,47","124,55"
,,PB,,,,,,,,,,,,"123,00"
,,PI,,,,,,,,,,,,"149,70"
,,PR,,,,,,,,,,"98,70","132,88","145,28"
,,RN,,,,,,,,,,,,"99,00"
,,RO,,,,,,,,,,,"112,18","155,89"
,,SP,,,,,,,,,,,"115,20","117,20"
,,TO,"72,00","72,00","72,00","72,00",,,,,,,,"110,70"
FEIJÃO COMUM CORES TIPO 1 (kg),,RJ,,,,,,,,,,,"3,05","3,04"
,,SC,,,,,,,,,,,"4,01","4,93"
,VAREJO,AC,,,,,,,,,,,,"4,00"
,,CE,,,,,,,,,,,,"5,34"
,,GO,"4,00","4,47","4,62","4,37","4,37","3,99","4,27","4,19","4,14","3,96","4,41","4,90"
,,PA,,,,,,,,,,,"3,83","4,00"
,,PI,,,,,,,,,,,,"5,41"
,,PR,,,,,,,,,,,"4,13","7,04"
,,RJ,"4,06","4,30","4,21","4,23","3,99","3,12","3,43","3,87","3,75","3,40","2,91","3,21"
,,RS,,,,,,,,,,,"5,67","7,26"
,,SC,,,,,,,,,,"4,76","5,80","6,06"
,,SP,,,,,,,,,,,"4,25","4,20"
,,TO,"4,86","5,72","4,66","5,43","4,71","5,45","5,49","5,39","4,62","5,23","5,66","5,72"
FEIJÃO COMUM CORES TIPO 2 (30 kg),ATACADO,AL,,,,,,,,,,,,"72,45"
,,PB,,,,,,,,,,,,"110,00"
FEIJÃO COMUM CORES TIPO 3 (60 kg),,MS,"90,00","118,75","145,63","97,50","90,00","108,75","166,00","166,00","154,00","150,00","150,00","245,00"
FEIJÃO COMUM PRETO (30 kg),,ES,"84,52","92,10","97,95","105,00","111,24","94,80","92,88","86,85","84,90","89,04","93,30","97,58"
,,PR,"87,80","92,76","92,50","88,68","81,82","74,38","68,25","68,50","77,88","79,58","83,98","87,69"
FEIJÃO COMUM PRETO (60 kg),,GO,"233,67","237,81","229,80","231,50","223,04","225,65","220,92","225,00","219,50","228,12","234,34","252,27"
,,SP,"166,80","172,00","172,00","172,00","144,80","114,25","113,50","133,75","136,38","132,02","140,96","154,43"
,PRODUTOR,ES,"133,67","148,08","142,08","148,17","150,00","138,13","113,00","104,38","118,75","135,50","128,88","153,08"
,,GO,"158,81","153,56","153,56","142,19","134,25","126,35","129,00","126,06","134,38","139,00","147,19","154,06"
,,PR,"129,19","129,56","125,03","118,49","100,44","89,02","88,58","88,97","95,70","105,34","111,24","124,30"
,,RJ,"140,00","156,79","155,31","145,75","140,49","134,71","128,14","131,79","129,25","138,93","137,74","136,89"
,,RS,"113,25","120,73","128,22","128,20","107,16","103,55","93,01","81,41","79,23","88,15","88,99","101,66"
,,SC,"106,60","115,50","119,15","110,94","101,38","92,96","87,02","86,90","87,61","92,10","94,94","99,55"
FEIJÃO COMUM PRETO (kg),VAREJO,RJ,"4,33","4,62","4,40","4,22","3,93","3,73","3,72","3,87","3,88","3,79","3,92","3,85"
,,SP,"3,74","4,60","4,85","5,08","4,43","4,45","4,40","3,95","3,86","4,60","4,70","4,56"
,,TO,"5,09","6,22","5,69","5,39","5,39","5,26","5,33","5,34","6,10","5,73","5,49","5,49"
FEIJÃO COMUM PRETO TIPO 1 (10 kg),ATACADO,BA,,,,,,,,,,,,"41,27"
,,DF,,,,,,,,,,,,"35,50"
,,MG,,,,,,,,,,,"44,91","44,91"
FEIJÃO COMUM PRETO TIPO 1 (30 kg),,AL,,,,,,,,,,,,"125,74"
,,AM,,,,,,,,,,,"100,00","112,50"
,,PA,,,,,,,,,,,"115,80","124,04"
,,PB,,,,,,,,,,,,"96,00"
,,PI,,,,,,,,,,,,"131,28"
,,PR,,,,,,,,,,"91,20","109,35","109,85"
,,RN,,,,,,,,,,,,"112,50"
,,RO,,,,,,,,,,,"105,00","135,23"
,,RS,,,,,,,,,,"94,36","114,51","109,44"
,,SP,,,,,,,,,,,"98,70","107,13"
,,TO,,,,,,,,,,,,"119,70"
FEIJÃO COMUM PRETO TIPO 1 (kg),,RJ,,,,,,,,,,,"3,41","3,31"
,,SC,,,,,,,,,,,"3,24","3,49"
,VAREJO,BA,,,,,,,,,,,,"4,34"
,,CE,,,,,,,,,,,,"5,52"
,,DF,,,,,,,,,,,"5,10","4,79"
,,ES,,,,,,,,,,,"3,49","3,75"
,,GO,,,,,,,,,,,"5,01","5,04"
,,MG,,,,,,,,,,,"4,99","4,98"
,,MS,,,,,,,,,,,"4,99","4,90"
,,PA,,,,,,,,,,,"4,02","4,17"
,,PI,,,,,,,,,,,,"4,75"
,,PR,,,,,,,,,,"3,95","4,29","5,33"
,,RJ,,,,,,,,,,,"3,92","3,85"
,,RN,,,,,,,,,,,,"3,85"
,,RO,,,,,,,,,,,"4,88","5,44"
,,RS,,,,,,,,,,"4,41","3,78","4,18"
,,SC,,,,,,,,,,"3,61","4,55","4,76"
,,SE,,,,,,,,,,,,"4,71"
